ID,rock_type
TEST_57967,Gneiss
TEST_57968,Weathered_Rock
TEST_57969,Gneiss
TEST_57970,Gneiss
TEST_57971,Gneiss
TEST_57972,Gneiss
TEST_57973,Gneiss
TEST_57974,Gneiss
TEST_57975,Gneiss
TEST_57976,Etc
TEST_57977,Gneiss
TEST_57978,Mud_Sandstone
TEST_57979,Gneiss
TEST_57980,Gneiss
TEST_57981,Gneiss
TEST_57982,Weathered_Rock
TEST_57983,Mud_Sandstone
TEST_57984,Gneiss
TEST_57985,Weathered_Rock
TEST_57986,Gneiss
TEST_57987,Gneiss
TEST_57988,Gneiss
TEST_57989,Gneiss
TEST_57990,Gneiss
TEST_57991,Gneiss
TEST_57992,Gneiss
TEST_57993,Andesite
TEST_57994,Gneiss
TEST_57995,Gneiss
TEST_57996,Gneiss
TEST_57997,Gneiss
TEST_57998,Gneiss
TEST_57999,Gneiss
TEST_58000,Gneiss
TEST_58001,Gneiss
TEST_58002,Gneiss
TEST_58003,Gneiss
TEST_58004,Gneiss
TEST_58005,Weathered_Rock
TEST_58006,Gneiss
TEST_58007,Gneiss
TEST_58008,Gneiss
TEST_58009,Gneiss
TEST_58010,Gneiss
TEST_58011,Gneiss
TEST_58012,Gneiss
TEST_58013,Andesite
TEST_58014,Gneiss
TEST_58015,Weathered_Rock
TEST_58016,Gneiss
TEST_58017,Gneiss
TEST_58018,Weathered_Rock
TEST_58019,Gneiss
TEST_58020,Gneiss
TEST_58021,Gneiss
TEST_58022,Gneiss
TEST_58023,Gneiss
TEST_58024,Gneiss
TEST_58025,Gneiss
TEST_58026,Gneiss
TEST_58027,Weathered_Rock
TEST_58028,Gneiss
TEST_58029,Gneiss
TEST_58030,Gneiss
TEST_58031,Gneiss
TEST_58032,Gneiss
TEST_58033,Weathered_Rock
TEST_58034,Gneiss
TEST_58035,Gneiss
TEST_58036,Gneiss
TEST_58037,Gneiss
TEST_58038,Gneiss
TEST_58039,Weathered_Rock
TEST_58040,Gneiss
TEST_58041,Gneiss
TEST_58042,Gneiss
TEST_58043,Gneiss
TEST_58044,Gneiss
TEST_58045,Gneiss
TEST_58046,Gneiss
TEST_58047,Gneiss
TEST_58048,Gneiss
TEST_58049,Gneiss
TEST_58050,Gneiss
TEST_58051,Andesite
TEST_58052,Gneiss
TEST_58053,Gneiss
TEST_58054,Gneiss
TEST_58055,Gneiss
TEST_58056,Gneiss
TEST_58057,Gneiss
TEST_58058,Gneiss
TEST_58059,Gneiss
TEST_58060,Gneiss
TEST_58061,Gneiss
TEST_58062,Weathered_Rock
TEST_58063,Gneiss
TEST_58064,Gneiss
TEST_58065,Gneiss
TEST_58066,Gneiss
TEST_58067,Gneiss
TEST_58068,Gneiss
TEST_58069,Gneiss
TEST_58070,Gneiss
TEST_58071,Gneiss
TEST_58072,Weathered_Rock
TEST_58073,Weathered_Rock
TEST_58074,Gneiss
TEST_58075,Gneiss
TEST_58076,Gneiss
TEST_58077,Gneiss
TEST_58078,Gneiss
TEST_58079,Gneiss
TEST_58080,Gneiss
TEST_58081,Gneiss
TEST_58082,Gneiss
TEST_58083,Weathered_Rock
TEST_58084,Mud_Sandstone
TEST_58085,Gneiss
TEST_58086,Gneiss
TEST_58087,Gneiss
TEST_58088,Gneiss
TEST_58089,Gneiss
TEST_58090,Gneiss
TEST_58091,Weathered_Rock
TEST_58092,Andesite
TEST_58093,Gneiss
TEST_58094,Gneiss
TEST_58095,Gneiss
TEST_58096,Weathered_Rock
TEST_58097,Gneiss
TEST_58098,Gneiss
TEST_58099,Gneiss
TEST_58100,Gneiss
TEST_58101,Gneiss
TEST_58102,Andesite
TEST_58103,Gneiss
TEST_58104,Gneiss
TEST_58105,Andesite
TEST_58106,Gneiss
TEST_58107,Gneiss
TEST_58108,Gneiss
TEST_58109,Gneiss
TEST_58110,Gneiss
TEST_58111,Gneiss
TEST_58112,Gneiss
TEST_58113,Weathered_Rock
TEST_58114,Gneiss
TEST_58115,Gneiss
TEST_58116,Gneiss
TEST_58117,Gneiss
TEST_58118,Gneiss
TEST_58119,Gneiss
TEST_58120,Gneiss
TEST_58121,Gneiss
TEST_58122,Gneiss
TEST_58123,Gneiss
TEST_58124,Weathered_Rock
TEST_58125,Gneiss
TEST_58126,Gneiss
TEST_58127,Gneiss
TEST_58128,Andesite
TEST_58129,Gneiss
TEST_58130,Granite
TEST_58131,Gneiss
TEST_58132,Gneiss
TEST_58133,Etc
TEST_58134,Andesite
TEST_58135,Mud_Sandstone
TEST_58136,Etc
TEST_58137,Gneiss
TEST_58138,Gneiss
TEST_58139,Mud_Sandstone
TEST_58140,Andesite
TEST_58141,Gneiss
TEST_58142,Gneiss
TEST_58143,Gneiss
TEST_58144,Gneiss
TEST_58145,Gneiss
TEST_58146,Gneiss
TEST_58147,Gneiss
TEST_58148,Gneiss
TEST_58149,Etc
TEST_58150,Mud_Sandstone
TEST_58151,Gneiss
TEST_58152,Gneiss
TEST_58153,Gneiss
TEST_58154,Gneiss
TEST_58155,Gneiss
TEST_58156,Gneiss
TEST_58157,Weathered_Rock
TEST_58158,Gneiss
TEST_58159,Weathered_Rock
TEST_58160,Gneiss
TEST_58161,Gneiss
TEST_58162,Gneiss
TEST_58163,Gneiss
TEST_58164,Gneiss
TEST_58165,Gneiss
TEST_58166,Gneiss
TEST_58167,Gneiss
TEST_58168,Gneiss
TEST_58169,Gneiss
TEST_58170,Gneiss
TEST_58171,Gneiss
TEST_58172,Gneiss
TEST_58173,Gneiss
TEST_58174,Gneiss
TEST_58175,Gneiss
TEST_58176,Gneiss
TEST_58177,Gneiss
TEST_58178,Gneiss
TEST_58179,Gneiss
TEST_58180,Gneiss
TEST_58181,Gneiss
TEST_58182,Weathered_Rock
TEST_58183,Gneiss
TEST_58184,Gneiss
TEST_58185,Gneiss
TEST_58186,Gneiss
TEST_58187,Gneiss
TEST_58188,Gneiss
TEST_58189,Gneiss
TEST_58190,Gneiss
TEST_58191,Gneiss
TEST_58192,Gneiss
TEST_58193,Gneiss
TEST_58194,Gneiss
TEST_58195,Gneiss
TEST_58196,Gneiss
TEST_58197,Gneiss
TEST_58198,Gneiss
TEST_58199,Gneiss
TEST_58200,Gneiss
TEST_58201,Gneiss
TEST_58202,Gneiss
TEST_58203,Mud_Sandstone
TEST_58204,Etc
TEST_58205,Mud_Sandstone
TEST_58206,Mud_Sandstone
TEST_58207,Basalt
TEST_58208,Granite
TEST_58209,Mud_Sandstone
TEST_58210,Granite
TEST_58211,Mud_Sandstone
TEST_58212,Mud_Sandstone
TEST_58213,Mud_Sandstone
TEST_58214,Mud_Sandstone
TEST_58215,Gneiss
TEST_58216,Mud_Sandstone
TEST_58217,Gneiss
TEST_58218,Mud_Sandstone
TEST_58219,Granite
TEST_58220,Mud_Sandstone
TEST_58221,Mud_Sandstone
TEST_58222,Mud_Sandstone
TEST_58223,Mud_Sandstone
TEST_58224,Gneiss
TEST_58225,Gneiss
TEST_58226,Gneiss
TEST_58227,Basalt
TEST_58228,Basalt
TEST_58229,Mud_Sandstone
TEST_58230,Mud_Sandstone
TEST_58231,Gneiss
TEST_58232,Mud_Sandstone
TEST_58233,Basalt
TEST_58234,Granite
TEST_58235,Andesite
TEST_58236,Gneiss
TEST_58237,Weathered_Rock
TEST_58238,Basalt
TEST_58239,Basalt
TEST_58240,Mud_Sandstone
TEST_58241,Gneiss
TEST_58242,Gneiss
TEST_58243,Gneiss
TEST_58244,Weathered_Rock
TEST_58245,Mud_Sandstone
TEST_58246,Mud_Sandstone
TEST_58247,Gneiss
TEST_58248,Basalt
TEST_58249,Gneiss
TEST_58250,Gneiss
TEST_58251,Weathered_Rock
TEST_58252,Basalt
TEST_58253,Weathered_Rock
TEST_58254,Mud_Sandstone
TEST_58255,Mud_Sandstone
TEST_58256,Weathered_Rock
TEST_58257,Mud_Sandstone
TEST_58258,Weathered_Rock
TEST_58259,Basalt
TEST_58260,Mud_Sandstone
TEST_58261,Basalt
TEST_58262,Mud_Sandstone
TEST_58263,Mud_Sandstone
TEST_58264,Basalt
TEST_58265,Mud_Sandstone
TEST_58266,Mud_Sandstone
TEST_58267,Mud_Sandstone
TEST_58268,Weathered_Rock
TEST_58269,Granite
TEST_58270,Gneiss
TEST_58271,Basalt
TEST_58272,Basalt
TEST_58273,Granite
TEST_58274,Granite
TEST_58275,Mud_Sandstone
TEST_58276,Mud_Sandstone
TEST_58277,Basalt
TEST_58278,Granite
TEST_58279,Gneiss
TEST_58280,Mud_Sandstone
TEST_58281,Mud_Sandstone
TEST_58282,Granite
TEST_58283,Gneiss
TEST_58284,Gneiss
TEST_58285,Gneiss
TEST_58286,Basalt
TEST_58287,Granite
TEST_58288,Etc
TEST_58289,Mud_Sandstone
TEST_58290,Etc
TEST_58291,Gneiss
TEST_58292,Gneiss
TEST_58293,Gneiss
TEST_58294,Gneiss
TEST_58295,Weathered_Rock
TEST_58296,Gneiss
TEST_58297,Mud_Sandstone
TEST_58298,Gneiss
TEST_58299,Weathered_Rock
TEST_58300,Gneiss
TEST_58301,Basalt
TEST_58302,Gneiss
TEST_58303,Gneiss
TEST_58304,Gneiss
TEST_58305,Gneiss
TEST_58306,Granite
TEST_58307,Mud_Sandstone
TEST_58308,Mud_Sandstone
TEST_58309,Gneiss
TEST_58310,Weathered_Rock
TEST_58311,Gneiss
TEST_58312,Granite
TEST_58313,Mud_Sandstone
TEST_58314,Gneiss
TEST_58315,Etc
TEST_58316,Weathered_Rock
TEST_58317,Mud_Sandstone
TEST_58318,Mud_Sandstone
TEST_58319,Gneiss
TEST_58320,Gneiss
TEST_58321,Mud_Sandstone
TEST_58322,Mud_Sandstone
TEST_58323,Weathered_Rock
TEST_58324,Mud_Sandstone
TEST_58325,Mud_Sandstone
TEST_58326,Gneiss
TEST_58327,Gneiss
TEST_58328,Gneiss
TEST_58329,Mud_Sandstone
TEST_58330,Mud_Sandstone
TEST_58331,Gneiss
TEST_58332,Gneiss
TEST_58333,Mud_Sandstone
TEST_58334,Gneiss
TEST_58335,Gneiss
TEST_58336,Mud_Sandstone
TEST_58337,Mud_Sandstone
TEST_58338,Gneiss
TEST_58339,Etc
TEST_58340,Gneiss
TEST_58341,Weathered_Rock
TEST_58342,Gneiss
TEST_58343,Mud_Sandstone
TEST_58344,Mud_Sandstone
TEST_58345,Granite
TEST_58346,Gneiss
TEST_58347,Granite
TEST_58348,Mud_Sandstone
TEST_58349,Mud_Sandstone
TEST_58350,Mud_Sandstone
TEST_58351,Gneiss
TEST_58352,Mud_Sandstone
TEST_58353,Gneiss
TEST_58354,Mud_Sandstone
TEST_58355,Mud_Sandstone
TEST_58356,Mud_Sandstone
TEST_58357,Basalt
TEST_58358,Gneiss
TEST_58359,Mud_Sandstone
TEST_58360,Gneiss
TEST_58361,Gneiss
TEST_58362,Basalt
TEST_58363,Gneiss
TEST_58364,Basalt
TEST_58365,Mud_Sandstone
TEST_58366,Gneiss
TEST_58367,Gneiss
TEST_58368,Granite
TEST_58369,Mud_Sandstone
TEST_58370,Mud_Sandstone
TEST_58371,Mud_Sandstone
TEST_58372,Mud_Sandstone
TEST_58373,Mud_Sandstone
TEST_58374,Mud_Sandstone
TEST_58375,Gneiss
TEST_58376,Basalt
TEST_58377,Mud_Sandstone
TEST_58378,Gneiss
TEST_58379,Weathered_Rock
TEST_58380,Weathered_Rock
TEST_58381,Mud_Sandstone
TEST_58382,Mud_Sandstone
TEST_58383,Mud_Sandstone
TEST_58384,Andesite
TEST_58385,Mud_Sandstone
TEST_58386,Mud_Sandstone
TEST_58387,Gneiss
TEST_58388,Gneiss
TEST_58389,Etc
TEST_58390,Mud_Sandstone
TEST_58391,Mud_Sandstone
TEST_58392,Mud_Sandstone
TEST_58393,Gneiss
TEST_58394,Mud_Sandstone
TEST_58395,Mud_Sandstone
TEST_58396,Gneiss
TEST_58397,Mud_Sandstone
TEST_58398,Mud_Sandstone
TEST_58399,Weathered_Rock
TEST_58400,Gneiss
TEST_58401,Gneiss
TEST_58402,Mud_Sandstone
TEST_58403,Mud_Sandstone
TEST_58404,Gneiss
TEST_58405,Mud_Sandstone
TEST_58406,Weathered_Rock
TEST_58407,Gneiss
TEST_58408,Weathered_Rock
TEST_58409,Weathered_Rock
TEST_58410,Basalt
TEST_58411,Gneiss
TEST_58412,Mud_Sandstone
TEST_58413,Granite
TEST_58414,Gneiss
TEST_58415,Gneiss
TEST_58416,Gneiss
TEST_58417,Weathered_Rock
TEST_58418,Gneiss
TEST_58419,Basalt
TEST_58420,Basalt
TEST_58421,Gneiss
TEST_58422,Etc
TEST_58423,Gneiss
TEST_58424,Basalt
TEST_58425,Basalt
TEST_58426,Weathered_Rock
TEST_58427,Weathered_Rock
TEST_58428,Mud_Sandstone
TEST_58429,Weathered_Rock
TEST_58430,Gneiss
TEST_58431,Weathered_Rock
TEST_58432,Basalt
TEST_58433,Weathered_Rock
TEST_58434,Weathered_Rock
TEST_58435,Basalt
TEST_58436,Gneiss
TEST_58437,Mud_Sandstone
TEST_58438,Mud_Sandstone
TEST_58439,Weathered_Rock
TEST_58440,Mud_Sandstone
TEST_58441,Weathered_Rock
TEST_58442,Mud_Sandstone
TEST_58443,Basalt
TEST_58444,Weathered_Rock
TEST_58445,Mud_Sandstone
TEST_58446,Granite
TEST_58447,Basalt
TEST_58448,Andesite
TEST_58449,Mud_Sandstone
TEST_58450,Gneiss
TEST_58451,Basalt
TEST_58452,Gneiss
TEST_58453,Andesite
TEST_58454,Basalt
TEST_58455,Weathered_Rock
TEST_58456,Mud_Sandstone
TEST_58457,Weathered_Rock
TEST_58458,Weathered_Rock
TEST_58459,Andesite
TEST_58460,Gneiss
TEST_58461,Mud_Sandstone
TEST_58462,Mud_Sandstone
TEST_58463,Gneiss
TEST_58464,Basalt
TEST_58465,Basalt
TEST_58466,Andesite
TEST_58467,Gneiss
TEST_58468,Mud_Sandstone
TEST_58469,Basalt
TEST_58470,Basalt
TEST_58471,Mud_Sandstone
TEST_58472,Mud_Sandstone
TEST_58473,Weathered_Rock
TEST_58474,Mud_Sandstone
TEST_58475,Gneiss
TEST_58476,Basalt
TEST_58477,Basalt
TEST_58478,Weathered_Rock
TEST_58479,Mud_Sandstone
TEST_58480,Mud_Sandstone
TEST_58481,Mud_Sandstone
TEST_58482,Mud_Sandstone
TEST_58483,Basalt
TEST_58484,Basalt
TEST_58485,Granite
TEST_58486,Basalt
TEST_58487,Basalt
TEST_58488,Gneiss
TEST_58489,Gneiss
TEST_58490,Weathered_Rock
TEST_58491,Mud_Sandstone
TEST_58492,Weathered_Rock
TEST_58493,Etc
TEST_58494,Gneiss
TEST_58495,Weathered_Rock
TEST_58496,Basalt
TEST_58497,Basalt
TEST_58498,Mud_Sandstone
TEST_58499,Weathered_Rock
TEST_58500,Granite
TEST_58501,Basalt
TEST_58502,Weathered_Rock
TEST_58503,Gneiss
TEST_58504,Gneiss
TEST_58505,Mud_Sandstone
TEST_58506,Etc
TEST_58507,Basalt
TEST_58508,Mud_Sandstone
TEST_58509,Etc
TEST_58510,Mud_Sandstone
TEST_58511,Mud_Sandstone
TEST_58512,Gneiss
TEST_58513,Weathered_Rock
TEST_58514,Weathered_Rock
TEST_58515,Mud_Sandstone
TEST_58516,Basalt
TEST_58517,Gneiss
TEST_58518,Weathered_Rock
TEST_58519,Mud_Sandstone
TEST_58520,Gneiss
TEST_58521,Granite
TEST_58522,Granite
TEST_58523,Basalt
TEST_58524,Basalt
TEST_58525,Mud_Sandstone
TEST_58526,Mud_Sandstone
TEST_58527,Gneiss
TEST_58528,Mud_Sandstone
TEST_58529,Gneiss
TEST_58530,Granite
TEST_58531,Gneiss
TEST_58532,Gneiss
TEST_58533,Mud_Sandstone
TEST_58534,Basalt
TEST_58535,Mud_Sandstone
TEST_58536,Gneiss
TEST_58537,Mud_Sandstone
TEST_58538,Mud_Sandstone
TEST_58539,Gneiss
TEST_58540,Mud_Sandstone
TEST_58541,Gneiss
TEST_58542,Basalt
TEST_58543,Mud_Sandstone
TEST_58544,Gneiss
TEST_58545,Gneiss
TEST_58546,Basalt
TEST_58547,Etc
TEST_58548,Etc
TEST_58549,Basalt
TEST_58550,Mud_Sandstone
TEST_58551,Basalt
TEST_58552,Granite
TEST_58553,Gneiss
TEST_58554,Gneiss
TEST_58555,Gneiss
TEST_58556,Gneiss
TEST_58557,Mud_Sandstone
TEST_58558,Mud_Sandstone
TEST_58559,Gneiss
TEST_58560,Mud_Sandstone
TEST_58561,Mud_Sandstone
TEST_58562,Granite
TEST_58563,Granite
TEST_58564,Mud_Sandstone
TEST_58565,Basalt
TEST_58566,Mud_Sandstone
TEST_58567,Gneiss
TEST_58568,Gneiss
TEST_58569,Mud_Sandstone
TEST_58570,Gneiss
TEST_58571,Mud_Sandstone
TEST_58572,Gneiss
TEST_58573,Gneiss
TEST_58574,Gneiss
TEST_58575,Granite
TEST_58576,Mud_Sandstone
TEST_58577,Mud_Sandstone
TEST_58578,Mud_Sandstone
TEST_58579,Basalt
TEST_58580,Weathered_Rock
TEST_58581,Weathered_Rock
TEST_58582,Weathered_Rock
TEST_58583,Basalt
TEST_58584,Basalt
TEST_58585,Weathered_Rock
TEST_58586,Gneiss
TEST_58587,Granite
TEST_58588,Gneiss
TEST_58589,Gneiss
TEST_58590,Gneiss
TEST_58591,Gneiss
TEST_58592,Basalt
TEST_58593,Gneiss
TEST_58594,Weathered_Rock
TEST_58595,Gneiss
TEST_58596,Gneiss
TEST_58597,Granite
TEST_58598,Mud_Sandstone
TEST_58599,Mud_Sandstone
TEST_58600,Mud_Sandstone
TEST_58601,Weathered_Rock
TEST_58602,Weathered_Rock
TEST_58603,Mud_Sandstone
TEST_58604,Weathered_Rock
TEST_58605,Weathered_Rock
TEST_58606,Granite
TEST_58607,Mud_Sandstone
TEST_58608,Gneiss
TEST_58609,Mud_Sandstone
TEST_58610,Gneiss
TEST_58611,Granite
TEST_58612,Basalt
TEST_58613,Gneiss
TEST_58614,Gneiss
TEST_58615,Gneiss
TEST_58616,Gneiss
TEST_58617,Mud_Sandstone
TEST_58618,Gneiss
TEST_58619,Weathered_Rock
TEST_58620,Weathered_Rock
TEST_58621,Gneiss
TEST_58622,Weathered_Rock
TEST_58623,Mud_Sandstone
TEST_58624,Weathered_Rock
TEST_58625,Mud_Sandstone
TEST_58626,Gneiss
TEST_58627,Gneiss
TEST_58628,Weathered_Rock
TEST_58629,Etc
TEST_58630,Mud_Sandstone
TEST_58631,Gneiss
TEST_58632,Mud_Sandstone
TEST_58633,Granite
TEST_58634,Gneiss
TEST_58635,Granite
TEST_58636,Mud_Sandstone
TEST_58637,Mud_Sandstone
TEST_58638,Mud_Sandstone
TEST_58639,Gneiss
TEST_58640,Weathered_Rock
TEST_58641,Mud_Sandstone
TEST_58642,Mud_Sandstone
TEST_58643,Mud_Sandstone
TEST_58644,Mud_Sandstone
TEST_58645,Mud_Sandstone
TEST_58646,Weathered_Rock
TEST_58647,Gneiss
TEST_58648,Granite
TEST_58649,Basalt
TEST_58650,Mud_Sandstone
TEST_58651,Granite
TEST_58652,Basalt
TEST_58653,Granite
TEST_58654,Etc
TEST_58655,Gneiss
TEST_58656,Basalt
TEST_58657,Gneiss
TEST_58658,Mud_Sandstone
TEST_58659,Gneiss
TEST_58660,Mud_Sandstone
TEST_58661,Gneiss
TEST_58662,Mud_Sandstone
TEST_58663,Basalt
TEST_58664,Mud_Sandstone
TEST_58665,Gneiss
TEST_58666,Weathered_Rock
TEST_58667,Basalt
TEST_58668,Gneiss
TEST_58669,Gneiss
TEST_58670,Mud_Sandstone
TEST_58671,Gneiss
TEST_58672,Gneiss
TEST_58673,Gneiss
TEST_58674,Basalt
TEST_58675,Gneiss
TEST_58676,Gneiss
TEST_58677,Gneiss
TEST_58678,Gneiss
TEST_58679,Gneiss
TEST_58680,Granite
TEST_58681,Gneiss
TEST_58682,Granite
TEST_58683,Mud_Sandstone
TEST_58684,Granite
TEST_58685,Gneiss
TEST_58686,Weathered_Rock
TEST_58687,Gneiss
TEST_58688,Mud_Sandstone
TEST_58689,Basalt
TEST_58690,Gneiss
TEST_58691,Mud_Sandstone
TEST_58692,Mud_Sandstone
TEST_58693,Mud_Sandstone
TEST_58694,Gneiss
TEST_58695,Granite
TEST_58696,Gneiss
TEST_58697,Etc
TEST_58698,Mud_Sandstone
TEST_58699,Gneiss
TEST_58700,Weathered_Rock
TEST_58701,Gneiss
TEST_58702,Mud_Sandstone
TEST_58703,Gneiss
TEST_58704,Gneiss
TEST_58705,Gneiss
TEST_58706,Gneiss
TEST_58707,Gneiss
TEST_58708,Andesite
TEST_58709,Gneiss
TEST_58710,Gneiss
TEST_58711,Gneiss
TEST_58712,Gneiss
TEST_58713,Gneiss
TEST_58714,Gneiss
TEST_58715,Gneiss
TEST_58716,Gneiss
TEST_58717,Etc
TEST_58718,Gneiss
TEST_58719,Gneiss
TEST_58720,Mud_Sandstone
TEST_58721,Etc
TEST_58722,Gneiss
TEST_58723,Gneiss
TEST_58724,Gneiss
TEST_58725,Gneiss
TEST_58726,Gneiss
TEST_58727,Etc
TEST_58728,Etc
TEST_58729,Etc
TEST_58730,Weathered_Rock
TEST_58731,Etc
TEST_58732,Gneiss
TEST_58733,Gneiss
TEST_58734,Granite
TEST_58735,Gneiss
TEST_58736,Gneiss
TEST_58737,Gneiss
TEST_58738,Gneiss
TEST_58739,Gneiss
TEST_58740,Gneiss
TEST_58741,Weathered_Rock
TEST_58742,Gneiss
TEST_58743,Gneiss
TEST_58744,Weathered_Rock
TEST_58745,Gneiss
TEST_58746,Weathered_Rock
TEST_58747,Etc
TEST_58748,Weathered_Rock
TEST_58749,Weathered_Rock
TEST_58750,Gneiss
TEST_58751,Gneiss
TEST_58752,Gneiss
TEST_58753,Gneiss
TEST_58754,Gneiss
TEST_58755,Gneiss
TEST_58756,Etc
TEST_58757,Gneiss
TEST_58758,Gneiss
TEST_58759,Weathered_Rock
TEST_58760,Gneiss
TEST_58761,Weathered_Rock
TEST_58762,Weathered_Rock
TEST_58763,Mud_Sandstone
TEST_58764,Mud_Sandstone
TEST_58765,Gneiss
TEST_58766,Mud_Sandstone
TEST_58767,Gneiss
TEST_58768,Gneiss
TEST_58769,Gneiss
TEST_58770,Granite
TEST_58771,Etc
TEST_58772,Mud_Sandstone
TEST_58773,Gneiss
TEST_58774,Weathered_Rock
TEST_58775,Gneiss
TEST_58776,Gneiss
TEST_58777,Weathered_Rock
TEST_58778,Weathered_Rock
TEST_58779,Weathered_Rock
TEST_58780,Weathered_Rock
TEST_58781,Gneiss
TEST_58782,Weathered_Rock
TEST_58783,Gneiss
TEST_58784,Gneiss
TEST_58785,Gneiss
TEST_58786,Gneiss
TEST_58787,Gneiss
TEST_58788,Gneiss
TEST_58789,Gneiss
TEST_58790,Gneiss
TEST_58791,Gneiss
TEST_58792,Gneiss
TEST_58793,Gneiss
TEST_58794,Gneiss
TEST_58795,Gneiss
TEST_58796,Weathered_Rock
TEST_58797,Gneiss
TEST_58798,Etc
TEST_58799,Weathered_Rock
TEST_58800,Gneiss
TEST_58801,Weathered_Rock
TEST_58802,Gneiss
TEST_58803,Gneiss
TEST_58804,Mud_Sandstone
TEST_58805,Gneiss
TEST_58806,Gneiss
TEST_58807,Weathered_Rock
TEST_58808,Weathered_Rock
TEST_58809,Etc
TEST_58810,Andesite
TEST_58811,Gneiss
TEST_58812,Gneiss
TEST_58813,Gneiss
TEST_58814,Gneiss
TEST_58815,Andesite
TEST_58816,Gneiss
TEST_58817,Etc
TEST_58818,Weathered_Rock
TEST_58819,Gneiss
TEST_58820,Etc
TEST_58821,Gneiss
TEST_58822,Gneiss
TEST_58823,Gneiss
TEST_58824,Gneiss
TEST_58825,Etc
TEST_58826,Gneiss
TEST_58827,Mud_Sandstone
TEST_58828,Etc
TEST_58829,Etc
TEST_58830,Granite
TEST_58831,Etc
TEST_58832,Mud_Sandstone
TEST_58833,Gneiss
TEST_58834,Weathered_Rock
TEST_58835,Weathered_Rock
TEST_58836,Gneiss
TEST_58837,Weathered_Rock
TEST_58838,Weathered_Rock
TEST_58839,Mud_Sandstone
TEST_58840,Weathered_Rock
TEST_58841,Gneiss
TEST_58842,Gneiss
TEST_58843,Gneiss
TEST_58844,Gneiss
TEST_58845,Weathered_Rock
TEST_58846,Mud_Sandstone
TEST_58847,Gneiss
TEST_58848,Gneiss
TEST_58849,Gneiss
TEST_58850,Etc
TEST_58851,Gneiss
TEST_58852,Gneiss
TEST_58853,Gneiss
TEST_58854,Gneiss
TEST_58855,Etc
TEST_58856,Granite
TEST_58857,Granite
TEST_58858,Granite
TEST_58859,Etc
TEST_58860,Granite
TEST_58861,Granite
TEST_58862,Granite
TEST_58863,Granite
TEST_58864,Granite
TEST_58865,Granite
TEST_58866,Gneiss
TEST_58867,Gneiss
TEST_58868,Gneiss
TEST_58869,Granite
TEST_58870,Granite
TEST_58871,Etc
TEST_58872,Etc
TEST_58873,Granite
TEST_58874,Granite
TEST_58875,Andesite
TEST_58876,Gneiss
TEST_58877,Gneiss
TEST_58878,Weathered_Rock
TEST_58879,Gneiss
TEST_58880,Gneiss
TEST_58881,Gneiss
TEST_58882,Gneiss
TEST_58883,Weathered_Rock
TEST_58884,Gneiss
TEST_58885,Gneiss
TEST_58886,Gneiss
TEST_58887,Gneiss
TEST_58888,Gneiss
TEST_58889,Weathered_Rock
TEST_58890,Gneiss
TEST_58891,Gneiss
TEST_58892,Gneiss
TEST_58893,Gneiss
TEST_58894,Gneiss
TEST_58895,Gneiss
TEST_58896,Weathered_Rock
TEST_58897,Gneiss
TEST_58898,Granite
TEST_58899,Gneiss
TEST_58900,Gneiss
TEST_58901,Granite
TEST_58902,Gneiss
TEST_58903,Gneiss
TEST_58904,Gneiss
TEST_58905,Gneiss
TEST_58906,Gneiss
TEST_58907,Gneiss
TEST_58908,Gneiss
TEST_58909,Gneiss
TEST_58910,Granite
TEST_58911,Gneiss
TEST_58912,Granite
TEST_58913,Granite
TEST_58914,Gneiss
TEST_58915,Weathered_Rock
TEST_58916,Granite
TEST_58917,Gneiss
TEST_58918,Granite
TEST_58919,Gneiss
TEST_58920,Gneiss
TEST_58921,Gneiss
TEST_58922,Weathered_Rock
TEST_58923,Gneiss
TEST_58924,Gneiss
TEST_58925,Weathered_Rock
TEST_58926,Gneiss
TEST_58927,Gneiss
TEST_58928,Gneiss
TEST_58929,Gneiss
TEST_58930,Gneiss
TEST_58931,Gneiss
TEST_58932,Gneiss
TEST_58933,Weathered_Rock
TEST_58934,Gneiss
TEST_58935,Weathered_Rock
TEST_58936,Weathered_Rock
TEST_58937,Gneiss
TEST_58938,Gneiss
TEST_58939,Gneiss
TEST_58940,Mud_Sandstone
TEST_58941,Weathered_Rock
TEST_58942,Gneiss
TEST_58943,Gneiss
TEST_58944,Gneiss
TEST_58945,Granite
TEST_58946,Etc
TEST_58947,Granite
TEST_58948,Gneiss
TEST_58949,Gneiss
TEST_58950,Gneiss
TEST_58951,Gneiss
TEST_58952,Weathered_Rock
TEST_58953,Gneiss
TEST_58954,Etc
TEST_58955,Etc
TEST_58956,Gneiss
TEST_58957,Gneiss
TEST_58958,Gneiss
TEST_58959,Gneiss
TEST_58960,Gneiss
TEST_58961,Weathered_Rock
TEST_58962,Weathered_Rock
TEST_58963,Weathered_Rock
TEST_58964,Gneiss
TEST_58965,Gneiss
TEST_58966,Gneiss
TEST_58967,Gneiss
TEST_58968,Gneiss
TEST_58969,Granite
TEST_58970,Granite
TEST_58971,Gneiss
TEST_58972,Granite
TEST_58973,Gneiss
TEST_58974,Etc
TEST_58975,Gneiss
TEST_58976,Etc
TEST_58977,Etc
TEST_58978,Etc
TEST_58979,Etc
TEST_58980,Granite
TEST_58981,Etc
TEST_58982,Granite
TEST_58983,Etc
TEST_58984,Granite
